1,1,639.28,406.92,86.40,17.92,0.85,-1,-1,-1
1,2,1292.20,416.44,174.06,31.34,0.79,-1,-1,-1
1,3,287.20,376.07,1003.82,506.81,0.73,-1,-1,-1
1,4,746.77,406.74,124.57,27.18,0.45,-1,-1,-1
1,5,746.30,406.73,117.51,25.40,0.43,-1,-1,-1
1,6,1881.36,452.06,38.09,23.06,0.36,-1,-1,-1
2,1,638.95,405.52,86.94,18.04,0.80,-1,-1,-1
2,2,1288.70,415.24,178.35,32.13,0.67,-1,-1,-1
2,3,293.91,378.91,990.71,500.07,0.75,-1,-1,-1
2,4,745.00,406.49,132.93,29.02,0.72,-1,-1,-1
2,6,1878.82,448.50,40.14,24.29,0.38,-1,-1,-1
3,1,637.92,405.30,87.01,18.06,0.80,-1,-1,-1
3,2,1289.73,416.29,170.82,30.73,0.83,-1,-1,-1
3,3,287.34,372.76,994.56,502.05,0.77,-1,-1,-1
3,6,1877.78,448.74,39.88,24.05,0.43,-1,-1,-1
3,5,741.09,406.05,120.46,26.06,0.55,-1,-1,-1
4,1,636.34,404.96,89.06,18.53,0.78,-1,-1,-1
4,2,1289.05,415.36,172.42,31.06,0.77,-1,-1,-1
4,3,283.21,371.37,995.68,502.66,0.76,-1,-1,-1
4,6,1876.02,448.33,41.91,25.22,0.42,-1,-1,-1
4,4,743.25,408.07,128.01,27.94,0.62,-1,-1,-1
5,1,635.73,405.77,87.24,18.16,0.81,-1,-1,-1
5,2,1291.31,417.27,165.89,29.83,0.82,-1,-1,-1
5,3,261.39,366.54,1020.94,516.56,0.83,-1,-1,-1
5,6,1874.02,447.43,43.58,26.10,0.49,-1,-1,-1
5,4,742.63,408.53,124.81,27.27,0.67,-1,-1,-1
6,1,635.68,406.09,86.05,17.92,0.67,-1,-1,-1
6,2,1291.45,416.83,162.03,29.05,0.84,-1,-1,-1
6,3,258.21,366.18,1018.95,516.74,0.84,-1,-1,-1
6,6,1874.81,448.53,42.73,25.44,0.45,-1,-1,-1
6,4,741.54,408.29,123.45,26.95,0.62,-1,-1,-1
7,1,634.76,405.06,86.18,17.97,0.82,-1,-1,-1
7,2,1289.44,416.48,164.99,29.57,0.37,-1,-1,-1
7,3,268.86,371.59,1009.73,512.57,0.82,-1,-1,-1
7,6,1872.60,447.86,44.79,26.48,0.62,-1,-1,-1
7,8,570.97,297.93,408.21,112.03,0.45,-1,-1,-1
7,5,738.70,405.63,121.90,26.33,0.70,-1,-1,-1
8,1,632.38,404.69,90.98,19.07,0.78,-1,-1,-1
8,2,1289.44,415.58,165.75,29.68,0.83,-1,-1,-1
8,3,271.51,372.45,1012.99,514.90,0.81,-1,-1,-1
8,6,1872.07,448.17,45.64,26.85,0.58,-1,-1,-1
8,8,619.93,298.93,409.78,112.79,0.42,-1,-1,-1
8,5,742.16,406.52,118.93,25.58,0.36,-1,-1,-1
8,4,744.46,408.56,118.83,25.77,0.57,-1,-1,-1
9,1,630.51,404.42,91.97,19.37,0.84,-1,-1,-1
9,2,1287.04,415.79,167.79,30.02,0.80,-1,-1,-1
9,3,271.46,371.98,1013.36,515.88,0.81,-1,-1,-1
9,6,1871.67,448.55,45.38,26.45,0.57,-1,-1,-1
9,8,579.81,295.93,423.16,116.38,0.20,-1,-1,-1
9,5,743.04,406.68,117.15,25.04,0.40,-1,-1,-1
9,4,744.41,407.89,120.54,26.01,0.44,-1,-1,-1
10,1,633.21,407.44,76.34,15.83,0.72,-1,-1,-1
10,2,1286.90,416.30,165.74,29.61,0.48,-1,-1,-1
10,3,269.30,374.13,1002.90,511.47,0.82,-1,-1,-1
10,6,1870.55,448.33,46.57,26.89,0.33,-1,-1,-1
10,8,568.27,295.63,435.77,119.71,0.47,-1,-1,-1
10,4,739.28,407.70,125.40,27.06,0.64,-1,-1,-1
11,1,633.11,408.14,73.87,15.21,0.72,-1,-1,-1
11,2,1284.40,416.01,169.04,30.21,0.80,-1,-1,-1
11,3,269.94,374.49,996.41,509.01,0.82,-1,-1,-1
11,6,1871.89,450.36,44.69,25.50,0.65,-1,-1,-1
11,8,603.13,297.56,418.31,115.05,0.21,-1,-1,-1
11,4,738.70,407.84,127.75,27.53,0.75,-1,-1,-1
12,1,633.27,408.70,70.08,14.23,0.80,-1,-1,-1
12,2,1278.96,414.81,175.16,31.48,0.77,-1,-1,-1
12,3,280.11,378.95,983.50,502.62,0.78,-1,-1,-1
12,6,1870.98,451.61,43.64,24.30,0.45,-1,-1,-1
12,8,613.04,299.20,406.34,112.17,0.26,-1,-1,-1
12,4,736.39,407.96,124.75,26.86,0.38,-1,-1,-1
12,5,739.55,407.52,111.61,23.70,0.70,-1,-1,-1
13,1,631.15,407.87,73.38,14.84,0.80,-1,-1,-1
13,2,1276.43,414.51,177.32,32.04,0.71,-1,-1,-1
13,3,276.71,377.13,985.73,504.51,0.80,-1,-1,-1
13,6,1869.49,452.50,43.82,23.68,0.47,-1,-1,-1
13,8,607.32,298.79,428.02,118.53,0.21,-1,-1,-1
13,4,736.89,409.07,121.39,26.06,0.56,-1,-1,-1
14,1,627.72,407.04,79.55,16.14,0.81,-1,-1,-1
14,2,1271.15,413.16,182.83,33.23,0.77,-1,-1,-1
14,3,274.82,373.72,993.42,509.17,0.80,-1,-1,-1
14,6,1869.02,452.75,43.05,22.42,0.39,-1,-1,-1
14,8,624.10,298.80,435.74,121.83,0.41,-1,-1,-1
14,4,735.61,408.83,122.62,26.31,0.73,-1,-1,-1
15,1,629.72,407.66,75.13,15.17,0.79,-1,-1,-1
15,2,1275.65,414.37,174.02,31.63,0.80,-1,-1,-1
15,3,280.36,376.45,976.20,500.50,0.75,-1,-1,-1
15,6,1868.14,451.94,43.73,21.99,0.67,-1,-1,-1
15,8,648.44,305.15,392.39,109.68,0.43,-1,-1,-1
15,4,730.31,407.49,124.28,26.81,0.28,-1,-1,-1
15,5,730.71,406.11,119.07,25.41,0.37,-1,-1,-1
16,1,629.33,407.79,74.47,14.95,0.82,-1,-1,-1
16,2,1280.04,415.03,171.30,31.31,0.78,-1,-1,-1
16,3,283.33,379.75,969.21,496.57,0.77,-1,-1,-1
16,6,1866.28,450.33,47.95,23.75,0.64,-1,-1,-1
16,8,645.97,306.59,394.11,110.26,0.36,-1,-1,-1
16,4,732.99,407.39,121.86,26.23,0.46,-1,-1,-1
17,1,625.76,407.01,78.96,15.84,0.79,-1,-1,-1
17,2,1276.73,415.20,169.03,30.86,0.76,-1,-1,-1
17,3,279.76,374.51,974.76,499.65,0.79,-1,-1,-1
17,6,1865.09,450.32,48.30,23.25,0.65,-1,-1,-1
17,8,646.42,302.11,387.52,108.69,0.37,-1,-1,-1
17,5,730.75,406.45,114.51,24.19,0.48,-1,-1,-1
18,1,625.71,407.26,77.69,15.54,0.81,-1,-1,-1
18,2,1269.42,414.58,172.07,31.32,0.82,-1,-1,-1
18,3,279.38,373.19,975.34,500.04,0.80,-1,-1,-1
18,6,1864.14,450.37,50.08,23.69,0.63,-1,-1,-1
18,5,729.09,405.20,118.23,25.07,0.69,-1,-1,-1
19,1,624.73,407.07,76.71,15.22,0.79,-1,-1,-1
19,2,1268.37,412.76,176.43,32.29,0.79,-1,-1,-1
19,3,286.74,377.96,962.58,492.84,0.77,-1,-1,-1
19,6,1862.41,449.77,51.74,23.96,0.71,-1,-1,-1
19,4,729.00,408.55,115.37,24.72,0.38,-1,-1,-1
19,8,644.73,308.03,387.29,109.13,0.35,-1,-1,-1
20,1,623.09,406.07,80.79,16.01,0.80,-1,-1,-1
20,2,1271.65,414.17,169.84,31.01,0.77,-1,-1,-1
20,3,289.10,378.88,960.41,491.27,0.78,-1,-1,-1
20,6,1861.52,450.61,52.05,23.48,0.71,-1,-1,-1
20,4,727.43,408.71,118.98,25.40,0.51,-1,-1,-1
20,8,631.18,304.54,417.74,119.22,0.63,-1,-1,-1
21,1,623.10,406.21,82.32,16.37,0.78,-1,-1,-1
21,2,1273.51,414.97,170.55,31.20,0.81,-1,-1,-1
21,3,293.29,383.25,949.92,484.92,0.81,-1,-1,-1
21,6,1860.06,450.80,52.75,23.12,0.32,-1,-1,-1
21,4,725.46,408.13,122.45,26.08,0.49,-1,-1,-1
22,1,618.39,405.22,88.78,17.81,0.74,-1,-1,-1
22,2,1269.88,415.05,171.85,31.43,0.81,-1,-1,-1
22,3,270.75,376.59,976.06,500.25,0.73,-1,-1,-1
22,5,723.94,404.44,120.98,25.86,0.58,-1,-1,-1
23,1,620.10,406.13,84.15,16.84,0.79,-1,-1,-1
23,2,1271.32,415.06,170.83,31.23,0.80,-1,-1,-1
23,3,264.13,373.82,983.96,505.84,0.74,-1,-1,-1
23,5,724.75,406.10,116.84,24.98,0.34,-1,-1,-1
23,8,637.03,305.66,392.48,112.74,0.33,-1,-1,-1
23,6,1859.25,451.24,54.57,23.37,0.51,-1,-1,-1
23,4,722.39,407.58,123.21,26.38,0.40,-1,-1,-1
24,1,616.90,405.03,85.07,17.04,0.71,-1,-1,-1
